iteration.end	Min.end	ED50.end	Threshold_RH.end	virulence.end	cadaver_longevity.end	sporu_cada_longevity.end	infected_immigrants.end	LTimmigrants.end	LTAdult.end	LTNymph.end	immunity_cost.end	d_cadaver.sum	density.sum
NA												NA	NA
995	11	840	89	0.44891	105	90	0.637286	83	178	169	0.574269	1.22505	1252.6
996	17	840	76	0.358287	58	162	0.102849	73	158	77	0.277617	2.39978	1405.13
997	15	783	75	0.256903	73	128	0.146433	73	89	151	0.66936	2.07595	924.97
998	22	831	91	0.239225	70	50	0.431151	95	161	106	0.663302	0.158129	1976.49
999	17	789	78	0.938776	117	96	0.302671	72	173	169	0.695901	3.55633	1137.92
1000	15	757	86	0.852274	57	230	0.359342	36	161	95	0.752307	5.23446	773.515
1001	21	755	90	0.345302	101	161	0.187052	43	63	82	0.589276	1.06345	1000.52
1002	10	803	75	0.323585	109	239	0.280632	34	110	158	0.594557	6.32081	865.14
1003	11	770	87	0.484893	65	233	0.597499	53	155	168	0.112386	3.48728	763.068
1004	19	778	93	0.496987	65	89	0.632439	65	93	75	0.440119	0.333935	1150.1
1005	26	785	92	0.57524	109	233	0.33307	64	139	102	0.284945	2.58243	1864.14
1006	17	788	89	0.223973	70	55	0.177739	59	176	159	0.00147804	0.740443	1083.82
1007	15	754	76	0.621623	84	189	0.321215	58	136	104	0.198943	6.4594	728.177
1008	15	807	85	0.300456	102	94	0.19792	52	103	99	0.362265	1.45398	1108.04
1009	12	827	94	0.27316	107	92	0.192812	37	149	179	0.706436	1.00547e-6	1203.64
1010	21	821	89	0.556753	89	125	0.215688	91	168	110	0.208531	2.23307	1603.63
1011	13	811	76	0.549578	120	237	0.50279	70	171	114	0.660558	8.91915	1039.03
1012	14	753	84	0.613686	107	84	0.366848	42	162	70	0.233486	2.4604	762.901
1013	13	806	85	0.401052	104	225	0.385549	93	64	152	0.696137	3.25191	1085.74
1014	15	797	80	0.360149	88	46	0.37803	79	132	79	0.0766971	0.891438	957.935
1015	23	799	74	0.611147	101	144	0.140049	98	141	144	0.687325	4.51749	1465.56
1016	12	839	74	0.735515	56	219	0.375507	46	170	73	0.52101	7.06017	1184.48
1017	24	840	85	0.646683	91	138	0.122027	75	146	70	0.0455207	2.81159	1983.35
1018	26	811	70	0.674979	68	43	0.259453	44	165	104	0.617551	1.9689	1953.05
1019	10	837	73	0.383035	107	151	0.592055	69	170	144	0.531747	3.60912	1076.48
1020	20	798	85	0.213329	89	177	0.467081	54	72	150	0.197093	3.9243	1369.23
1021	13	831	70	0.750386	58	216	0.119489	55	75	63	0.136386	8.23699	1118.94
1022	10	829	78	0.296476	110	112	0.44982	70	105	160	0.569367	2.41048	1122.11
1023	23	830	70	0.720852	73	246	0.338754	49	77	126	0.21232	24.2814	1562.54
1024	23	804	73	0.834593	59	122	0.603241	39	76	139	0.367627	7.94276	1139.7
1025	22	788	75	0.311483	79	110	0.186448	34	172	74	0.235699	3.67124	1380.14
1026	21	782	92	0.541043	68	220	0.234717	41	119	137	0.325478	1.36598	1280.39
1027	16	759	83	0.221602	71	199	0.419358	71	130	123	0.545863	3.5559	812.301
1028	25	801	86	0.727213	81	112	0.362979	71	74	66	0.0538516	4.19025	1683.36
1029	19	780	81	0.455023	104	114	0.20611	45	62	161	0.0618447	2.82702	1104.05
1030	24	747	77	0.458287	57	110	0.179327	42	104	80	0.672506	4.07523	1111.97
1031	19	775	80	0.943567	55	202	0.181576	76	151	80	0.404922	5.31776	1061.34
1032	24	779	82	0.326839	77	49	0.13259	46	146	92	0.299356	1.0142	1503.66
1033	14	824	80	0.679989	122	102	0.424765	78	81	125	0.563701	2.49444	1144.82
1034	14	796	92	0.217015	65	51	0.30734	39	66	168	0.193495	0.105081	1070.66
1035	10	788	71	0.880612	54	63	0.62412	50	176	177	0.292148	1.48905	759.769
1036	18	818	94	0.392493	121	204	0.21534	35	85	120	0.586136	6.44445e-5	1388.93
1037	26	759	70	0.352253	57	108	0.348483	69	139	82	0.47241	4.87304	1483.66
1038	13	807	71	0.897278	83	174	0.407581	96	157	68	0.129134	6.77386	911.109
1039	19	830	70	0.294896	86	237	0.401557	81	107	79	0.745027	8.39977	1557.09
1040	18	748	79	0.900399	100	191	0.340165	37	69	63	0.374522	11.8234	589.333
1041	12	841	82	0.806598	101	126	0.12674	38	63	143	0.675401	1.67047	1165.52
1042	17	814	75	0.523368	92	52	0.370655	61	138	140	0.741873	1.42615	1237.92
1043	25	748	82	0.8224	95	125	0.437485	76	74	143	0.288664	5.64203	1134
1044	16	822	82	0.775322	109	91	0.691868	68	63	136	0.226885	2.01503	1227.25
1045	17	776	87	0.429148	95	186	0.477828	98	104	143	0.0225007	3.17675	923.666
1046	17	802	87	0.284531	92	226	0.328457	30	91	93	0.250004	4.76993	1166.81
1047	10	773	71	0.282243	108	41	0.481775	85	72	101	0.517747	0.844972	786.559
1048	26	814	72	0.561362	97	60	0.539197	52	100	72	0.236109	4.10157	1960.57
1049	20	769	92	0.748804	91	145	0.621778	54	60	173	0.748108	1.01322	1063.61
1050	11	792	72	0.629193	54	214	0.173998	83	149	103	0.151502	4.52265	848.578
1051	16	792	93	0.840037	84	69	0.484009	72	79	137	0.451742	0.0570597	1158.44
1052	26	773	90	0.796224	113	104	0.465713	77	130	73	0.434069	1.54292	1779.93
1053	21	751	93	0.932146	104	64	0.388647	54	85	165	0.742761	0.378495	988.494
1054	17	748	72	0.648523	100	207	0.364678	83	84	100	0.0219529	9.1175	689.979
1055	20	753	90	0.766591	124	147	0.224995	65	140	106	0.135042	0.850702	995.206
1056	24	805	84	0.390064	103	192	0.698296	31	162	98	0.474398	8.09949	1798.33
1057	11	763	84	0.569589	60	187	0.640861	64	107	96	0.643013	3.05053	759.333
1058	19	752	82	0.639924	61	141	0.63009	97	154	81	0.718331	3.1016	929.454
1059	13	832	80	0.533408	105	131	0.543925	76	179	161	0.116282	2.68027	1167.51
1060	15	798	80	0.366438	127	126	0.308859	51	85	76	0.491326	3.33831	1040.37
1061	13	777	86	0.923026	69	205	0.273655	76	171	63	0.487506	2.84129	784.96
1062	10	816	94	0.249776	76	235	0.471104	37	144	133	0.0975659	8.01372e-14	983.268
1063	16	782	90	0.860988	64	101	0.324683	34	103	94	0.425952	0.39589	947.691
1064	23	826	73	0.283625	57	155	0.269206	94	95	174	0.183904	3.76128	1770.42
1065	22	799	94	0.469135	61	180	0.678993	98	177	68	0.169375	0.00299841	1546.98
1066	21	809	91	0.836912	114	185	0.142703	73	178	171	0.306677	0.513795	1563.36
1067	19	810	76	0.418433	81	65	0.166661	95	148	178	0.551536	1.2553	1331.21
1068	17	795	89	0.645531	113	106	0.277521	96	155	78	0.132317	1.9246	1143.78
1069	20	773	93	0.317265	96	63	0.513852	69	140	97	0.08625	0.26812	1122.87
1070	23	837	83	0.947736	127	146	0.182854	48	88	89	0.489499	5.63438	1683.93
1071	15	761	77	0.577402	82	42	0.581076	98	179	115	0.409061	0.898783	900.36
1072	17	780	71	0.783558	85	180	0.541812	31	131	176	0.680417	9.92679	820.277
1073	18	810	72	0.52103	85	152	0.638729	77	172	72	0.364909	6.03177	1279.31
1074	11	763	77	0.829367	103	248	0.288937	51	96	104	0.496473	13.0555	701.809
1075	18	768	92	0.554773	109	160	0.647927	61	137	100	0.56787	0.771804	1006.17
1076	19	789	81	0.539202	128	224	0.506832	48	141	61	0.0924421	8.11592	1132.75
1077	16	804	92	0.592382	61	41	0.209026	97	143	116	0.0388485	0.0122114	1206.14
1078	18	817	76	0.399372	87	188	0.284068	54	82	109	0.283291	6.27174	1309.52
1079	14	839	79	0.924392	84	179	0.315284	62	138	89	0.121722	5.26959	1135.96
1080	12	759	84	0.627383	64	40	0.395744	43	137	90	0.204712	0.737848	722.689
1081	14	791	93	0.422062	65	241	0.606714	82	103	152	0.118516	0.00954895	969.039
1082	19	808	85	0.535711	99	210	0.112909	47	170	135	0.609416	3.35357	1317.95
1083	24	769	85	0.588727	77	124	0.196323	70	124	76	0.0430137	3.6166	1215.98
1084	24	810	83	0.586181	98	117	0.549788	87	65	171	0.103594	3.6151	1768.51
1085	20	794	92	0.791309	95	94	0.579831	78	112	105	0.312843	0.425336	1335.26
1086	23	828	84	0.853748	129	171	0.406577	63	135	113	0.640986	7.71949	1815.4
1087	23	800	88	0.722549	63	207	0.103449	55	83	67	0.0748088	4.07647	1592.61
1088	14	813	74	0.850436	119	210	0.66573	52	145	162	0.542724	9.86297	1065.09
1089	25	765	85	0.66125	128	44	0.591652	65	151	134	0.223404	1.64664	1591.85
1090	20	757	81	0.376562	82	176	0.487418	46	114	94	0.397301	5.06189	858.258
1091	23	750	80	0.803142	94	131	0.23045	82	150	128	0.561311	4.91234	1036.34
1092	14	815	70	0.495687	71	199	0.345979	34	125	164	0.318944	6.74256	1044.36
1093	16	814	82	0.36302	113	143	0.319146	33	111	129	0.519977	3.2314	1195.59
1094	25	791	79	0.789474	67	157	0.533052	46	166	169	0.384341	7.76661	1324.53
1095	13	769	88	0.629414	110	93	0.144269	99	143	179	0.210766	1.19583	872.913
1096	12	771	82	0.251227	98	228	0.241192	47	90	78	0.114243	4.10699	769.403
1097	26	817	72	0.309919	74	242	0.255125	67	98	155	0.35535	10.6943	2159.2
1098	11	783	77	0.512615	90	142	0.694532	53	119	89	0.601633	4.57268	819.746
1099	20	763	78	0.605053	105	115	0.497043	44	144	112	0.341142	5.21176	917.868
1100	18	747	85	0.695706	66	105	0.448299	86	175	141	0.131717	1.92593	775.305
1101	23	800	89	0.83915	91	240	0.667823	42	156	90	0.728398	10.8301	1544.07
1102	13	798	83	0.770986	116	82	0.100543	68	115	132	0.249318	1.05841	980.417
1103	24	795	80	0.693961	119	80	0.500232	90	117	75	0.333613	3.51721	1496.14
1104	19	785	83	0.393424	60	153	0.595168	78	140	86	0.57044	2.98201	1114.91
1105	21	784	92	0.565316	65	168	0.427365	58	94	108	0.201948	1.04945	1249.54
1106	18	833	75	0.372508	82	134	0.129411	84	155	111	0.304209	2.60409	1554.57
1107	17	775	90	0.467648	62	168	0.647055	87	109	74	0.659261	0.39119	945.565
1108	15	767	92	0.775773	113	89	0.354936	83	80	158	0.509358	0.126109	836.134
1109	16	772	90	0.30783	56	81	0.699145	59	68	61	0.382322	0.340769	930.504
1110	19	791	82	0.518734	123	79	0.349576	65	142	74	0.389875	2.19054	1173.67
1111	12	750	76	0.881925	79	239	0.293533	64	151	60	0.678363	11.2984	712.962
1112	26	773	85	0.355596	74	233	0.607087	56	150	149	0.327648	8.1169	1789.78
1113	24	805	90	0.65816	123	129	0.217208	30	143	133	0.507617	1.14552	1806.43
1114	24	832	85	0.579757	83	105	0.653771	37	126	62	0.420155	4.23544	2006.58
1115	17	838	84	0.412071	102	97	0.380064	47	76	127	0.254459	2.01918	1421.67
1116	26	774	77	0.632993	106	173	0.681936	58	135	140	0.24505	13.7051	1486.76
1117	12	787	84	0.380591	89	91	0.206662	92	108	83	0.468143	1.21657	856.059
1118	13	829	72	0.504348	74	236	0.594864	38	172	62	0.524235	9.26628	1130.63
1119	21	831	75	0.673763	58	226	0.247582	32	121	80	0.005483	12.8517	1492.23
1120	21	787	89	0.491132	88	178	0.108713	57	70	130	0.0321606	3.02019	1253.41
1121	10	757	82	0.204093	115	140	0.611179	58	66	105	0.736263	2.80955	645.735
1122	24	768	71	0.765734	115	122	0.372096	35	119	114	0.26389	12.6661	830.386
1123	22	767	92	0.705224	79	224	0.169132	32	175	76	0.547114	1.84713	1339.34
1124	13	812	79	0.568665	80	132	0.120885	80	145	149	0.52708	2.0105	1006.84
1125	19	794	70	0.419536	120	234	0.134602	88	120	145	0.6443	7.17129	1172.8
1126	18	829	80	0.269479	75	242	0.653058	43	80	146	0.712017	5.97152	1396.79
1127	10	837	77	0.201123	73	150	0.500658	71	107	98	0.700209	2.71473	1040.89
1128	19	825	84	0.88967	59	65	0.162817	73	169	134	0.627285	0.906888	1527.38
1129	23	808	74	0.44296	122	107	0.167519	74	141	145	0.240282	3.61897	1680.26
1130	26	834	73	0.327613	111	143	0.161115	30	82	85	0.161136	7.01516	2247.77
1131	26	752	85	0.515777	125	210	0.404467	91	173	179	0.206948	7.71093	1538.27
1132	19	768	73	0.291372	55	128	0.180386	85	89	118	0.188103	2.35748	974.479
1133	16	838	76	0.211724	123	87	0.393606	88	155	67	0.00993052	2.12868	1472.45
1134	11	769	92	0.486698	77	84	0.600559	38	127	123	0.104101	0.242999	771.53
1135	20	758	72	0.780481	100	73	0.15718	99	68	141	0.28198	2.17964	903.096
1136	22	835	73	0.315616	119	128	0.53406	90	177	86	0.339804	4.83383	2062.15
1137	12	812	88	0.430864	117	45	0.525039	91	67	124	0.492921	0.672219	1093.61
1138	11	818	79	0.911063	78	67	0.686781	63	91	95	0.455685	1.75421	984.99
1139	21	827	82	0.696979	129	106	0.26694	74	174	124	0.513684	3.02609	1700.29
1140	21	782	75	0.846366	79	196	0.1556	39	147	174	0.634121	8.11231	1112.27
1141	22	796	84	0.933711	82	40	0.117479	30	101	151	0.505838	0.836311	1286.33
1142	26	808	88	0.527747	125	52	0.48853	67	158	171	0.335238	1.65023	2026.96
1143	25	771	82	0.929723	115	165	0.46224	68	127	128	0.328197	9.34258	1266.78
1144	18	763	94	0.39781	80	99	0.357064	80	69	65	0.559345	0.000678511	1004.74
1145	10	803	74	0.338967	102	231	0.565411	38	166	114	0.730569	6.93019	921.124
1146	24	756	77	0.567181	60	77	0.692536	73	159	65	0.722935	3.38433	1236.46
1147	14	770	83	0.45341	74	54	0.337227	56	153	173	0.683568	0.970098	932.775
1148	11	793	91	0.20238	112	152	0.663485	61	146	92	0.583249	0.0433838	913.552
1149	10	767	70	0.351762	117	119	0.305729	40	154	87	0.768621	3.44291	680.158
1150	12	761	94	0.460566	75	197	0.326236	51	172	172	0.203682	1.13617e-14	754.418
1151	11	755	86	0.425305	63	182	0.245448	47	65	77	0.352991	2.69603	732.239
1152	10	841	84	0.255586	66	163	0.45275	49	177	129	0.14794	2.10004	1156.32
1153	19	800	83	0.902197	128	223	0.515968	57	74	159	0.0512804	8.67383	1251.06
1154	19	762	82	0.702991	112	220	0.613628	86	171	147	0.0345677	6.55121	879.009
1155	12	765	87	0.59413	129	187	0.669416	62	178	141	0.0706406	3.98492	751.653
1156	23	836	78	0.5288	121	191	0.360644	72	81	70	0.0673773	10.0045	1906.86
1157	25	819	93	0.760801	101	193	0.633856	33	90	161	0.149681	1.64437	1869.33
1158	18	815	77	0.427228	80	83	0.625719	33	95	121	0.540008	2.8969	1287.81
1159	18	753	91	0.280214	61	75	0.55437	81	128	109	0.0590221	0.32357	927.213
1160	13	834	70	0.472697	90	147	0.515347	53	89	156	0.782166	4.89596	1111.44
1161	14	799	91	0.304203	126	108	0.369464	40	102	157	0.652182	0.234337	1053.35
1162	24	836	74	0.56324	69	163	0.131259	37	92	175	0.300682	5.59198	2047.62
1163	22	749	80	0.903138	103	142	0.536993	84	123	96	0.081357	6.82583	838.762
1164	11	786	81	0.383804	108	130	0.508594	87	133	176	0.407458	2.27222	939.645
1165	16	762	88	0.313395	127	52	0.41783	62	99	66	0.247811	1.14516	856.339
1166	17	772	78	0.651022	126	203	0.115997	63	61	141	0.350408	5.61712	898.323
1167	20	795	84	0.216093	97	46	0.232794	43	66	125	0.158306	0.999704	1342.07
1168	11	772	76	0.287476	71	214	0.23849	55	76	80	0.501352	4.56869	703.616
1169	15	752	79	0.815824	75	70	0.405155	70	93	67	0.714719	1.97196	688.406
1170	12	750	93	0.82797	73	217	0.253991	82	79	152	0.171436	0.0633197	787.651
1171	17	801	93	0.741606	103	79	0.275475	67	95	138	0.24311	0.0562501	1201.03
1172	19	810	84	0.441572	89	230	0.671606	81	64	113	0.775262	5.19198	1284.56
1173	21	812	74	0.546591	74	83	0.526865	49	71	85	0.511805	3.74098	1419.49
1174	18	799	84	0.34337	62	130	0.270601	49	94	178	0.611065	2.31065	1249.54
1175	13	820	79	0.671159	122	58	0.438176	46	142	102	0.126098	1.83333	1133.62
1176	17	784	88	0.729942	80	145	0.684393	87	114	139	0.417588	2.69921	1052.96
1177	10	759	89	0.436244	63	54	0.222237	93	73	137	0.218822	0.523726	721.008
1178	11	829	93	0.525669	55	221	0.479155	88	123	165	0.124984	1.36426e-11	1025.68
1179	26	835	76	0.885094	87	61	0.494057	61	82	82	0.716286	4.80365	1980.03
1180	14	822	74	0.797371	96	193	0.276765	59	161	93	0.799596	7.64922	1165.04
1181	16	819	86	0.85949	69	170	0.140875	70	174	84	0.577198	1.95533	1309.22
1182	13	799	93	0.487666	70	158	0.540507	36	99	166	0.655887	0.0879792	997.582
1183	14	781	83	0.822854	59	107	0.414575	51	70	98	0.603672	2.07876	873.166
1184	22	842	90	0.389137	98	206	0.482662	98	106	146	0.754305	0.460826	1935
1185	16	774	72	0.547857	80	195	0.615601	34	158	166	0.720255	8.28125	823.111
1186	22	784	72	0.336915	87	165	0.588894	93	142	96	0.629574	5.81023	1363.51
1187	10	793	74	0.543447	98	133	0.463145	39	90	156	0.0170474	4.02385	819.943
1188	14	785	71	0.244745	87	92	0.239917	57	78	85	0.0576669	2.1887	987.904
1189	10	748	73	0.260239	107	154	0.634049	52	152	97	0.703045	3.87082	629.668
1190	13	747	81	0.677679	93	227	0.696098	77	165	118	0.380428	5.1897	671.927
1191	22	789	80	0.347485	121	247	0.261738	99	78	157	0.153603	6.96109	1395.26
1192	10	786	91	0.893661	77	160	0.661395	78	163	96	0.322305	0.00878864	847.845
1193	11	750	81	0.370084	97	87	0.311921	86	112	126	0.216271	1.45925	696.057
1194	13	841	79	0.372213	89	183	0.548045	59	79	103	0.60703	4.42327	1310.08
1195	11	840	71	0.685667	105	90	0.637286	83	178	169	0.574269	2.31859	1220.06
1196	17	840	79	0.692058	58	162	0.102849	73	158	77	0.277617	2.55832	1399.56
1197	15	783	74	0.725235	73	128	0.146433	73	89	151	0.66936	2.7585	900.657
1198	22	831	80	0.265397	70	50	0.431151	95	161	106	0.663302	1.05634	1956.13
1199	17	789	84	0.500359	117	96	0.302671	72	173	169	0.695901	2.16775	1194.38
1200	15	757	92	0.657444	57	230	0.359342	36	161	95	0.752307	1.10625	832.938
1201	21	755	90	0.745958	85	161	0.187052	43	63	82	0.589276	1.11518	973.839
1202	10	803	75	0.336356	114	239	0.280632	34	110	158	0.594557	6.50842	864.031
1203	11	770	87	0.596374	124	233	0.597499	53	155	168	0.112386	4.96295	754.501
1204	19	778	93	0.916146	64	89	0.632439	65	93	75	0.440119	0.33411	1139.12
1205	26	785	92	0.866516	128	233	0.33307	64	139	102	0.284945	2.71763	1825.83
1206	17	788	89	0.227837	81	55	0.177739	59	176	159	0.00147804	0.803237	1083.37
1207	15	754	76	0.248674	68	189	0.321215	58	136	104	0.198943	4.16442	782.978
1208	15	807	85	0.872918	57	94	0.19792	52	103	99	0.362265	1.16987	1081.42
1209	12	827	94	0.878438	77	92	0.192812	37	149	179	0.706436	2.11255e-8	1203.64
1210	21	821	89	0.57213	70	125	0.215688	91	168	110	0.208531	1.96074	1603.53
1211	13	811	76	0.289479	115	237	0.50279	70	171	114	0.660558	6.61645	1058.02
1212	14	753	84	0.2417	114	84	0.366848	42	162	70	0.233486	2.02818	804.698
1213	13	806	85	0.245008	60	225	0.385549	93	64	152	0.696137	2.26532	1091.88
1214	15	797	80	0.772106	109	46	0.37803	79	132	79	0.0766971	1.1415	940.235
1215	23	799	74	0.604513	110	144	0.140049	98	141	144	0.687325	4.66429	1466.42
1216	12	839	74	0.908878	54	219	0.375507	46	170	73	0.52101	8.02085	1169.46
1217	24	840	85	0.813855	93	138	0.122027	75	146	70	0.0455207	3.08614	1958.35
1218	26	811	70	0.292804	110	43	0.259453	44	165	104	0.617551	1.53933	2106.54
1219	10	837	73	0.591643	126	151	0.592055	69	170	144	0.531747	4.63003	1060.06
1220	20	798	85	0.731683	76	177	0.467081	54	72	150	0.197093	4.65318	1267.1
1221	13	831	70	0.531783	72	216	0.119489	55	75	63	0.136386	6.78835	1133.69
1222	10	829	78	0.84843	106	112	0.44982	70	105	160	0.569367	2.90859	1100.67
1223	23	830	70	0.608056	110	246	0.338754	49	77	126	0.21232	26.3976	1650.72
1224	23	804	73	0.929285	108	122	0.603241	39	76	139	0.367627	13.5935	1050.16
1225	22	788	75	0.938571	56	110	0.186448	34	172	74	0.235699	7.08252	1036.01
1226	21	782	92	0.758725	71	220	0.234717	41	119	137	0.325478	1.37409	1264.56
1227	16	759	83	0.266522	118	199	0.419358	71	130	123	0.545863	4.53045	808.877
1228	25	801	86	0.395488	77	112	0.362979	71	74	66	0.0538516	3.15028	1757.3
1229	19	780	81	0.799837	91	114	0.20611	45	62	161	0.0618447	3.11993	1059.38
1230	24	747	77	0.480088	125	110	0.179327	42	104	80	0.672506	5.32278	1101.62
1231	19	775	80	0.452413	94	202	0.181576	76	151	80	0.404922	5.00698	1123.78
1232	24	779	82	0.414747	102	49	0.13259	46	146	92	0.299356	1.18239	1491.8
1233	14	824	80	0.411774	118	102	0.424765	78	81	125	0.563701	2.22153	1156.09
1234	14	796	92	0.26937	105	51	0.30734	39	66	168	0.193495	0.105225	1069.19
1235	10	788	71	0.348723	82	63	0.62412	50	176	177	0.292148	1.39759	815.817
1236	18	818	94	0.777542	56	204	0.21534	35	85	120	0.586136	6.47126e-5	1388.93
1237	26	759	70	0.461739	67	108	0.348483	69	139	82	0.47241	6.34438	1413.64
1238	13	807	71	0.716769	111	174	0.407581	96	157	68	0.129134	6.89291	923.151
1239	19	830	70	0.298356	63	237	0.401557	81	107	79	0.745027	7.32533	1557.69
1240	18	748	79	0.702488	64	191	0.340165	37	69	63	0.374522	8.02153	647.959
1241	12	841	82	0.408373	99	126	0.12674	38	63	143	0.675401	1.5639	1178.17
1242	17	814	75	0.40677	60	52	0.370655	61	138	140	0.741873	1.1153	1252.03
1243	25	748	82	0.742934	99	125	0.437485	76	74	143	0.288664	5.40953	1150.12
1244	16	822	82	0.73991	94	91	0.691868	68	63	136	0.226885	1.86216	1230.34
1245	17	776	87	0.920247	118	186	0.477828	98	104	143	0.0225007	4.00528	900.687
1246	17	802	87	0.717906	116	226	0.328457	30	91	93	0.250004	6.35022	1096.92
1247	10	773	71	0.818823	119	41	0.481775	85	72	101	0.517747	1.26948	752.533
1248	26	814	72	0.334176	81	60	0.539197	52	100	72	0.236109	2.67632	2147.36
1249	20	769	92	0.367088	103	145	0.621778	54	60	173	0.748108	1.01149	1092.13
1250	11	792	72	0.329427	119	214	0.173998	83	149	103	0.151502	5.13051	861.2
1251	16	792	93	0.936595	88	69	0.484009	72	79	137	0.451742	0.057065	1157.7
1252	26	773	90	0.478532	98	104	0.465713	77	130	73	0.434069	1.37388	1833.07
1253	21	751	93	0.471783	104	64	0.388647	54	85	165	0.742761	0.37802	1004.19
1254	17	748	72	0.63865	100	207	0.364678	83	84	100	0.0219529	9.01062	691.869
1255	20	753	90	0.601856	112	147	0.224995	65	140	106	0.135042	0.844468	1003.33
1256	24	805	84	0.80065	106	192	0.698296	31	162	98	0.474398	12.4154	1574.8
1257	11	763	84	0.62469	55	187	0.640861	64	107	96	0.643013	2.93847	757.074
1258	19	752	82	0.519189	106	141	0.63009	97	154	81	0.718331	3.70944	938.687
1259	13	832	80	0.732883	75	131	0.543925	76	179	161	0.116282	2.3392	1160.83
1260	15	798	80	0.210748	85	126	0.308859	51	85	76	0.491326	2.62154	1055.36
1261	13	777	86	0.49308	66	205	0.273655	76	171	63	0.487506	2.5305	798.832
1262	10	816	94	0.811191	128	235	0.471104	37	144	133	0.0975659	3.34554e-8	983.268
1263	16	782	90	0.84302	83	101	0.324683	34	103	94	0.425952	0.398562	948.232
1264	23	826	73	0.653433	72	155	0.269206	94	95	174	0.183904	5.73888	1687.91
1265	22	799	94	0.708873	124	180	0.678993	98	177	68	0.169375	0.00299909	1546.93
1266	21	809	91	0.945056	116	185	0.142703	73	178	171	0.306677	0.513943	1559.87
1267	19	810	76	0.894837	62	65	0.166661	95	148	178	0.551536	1.35113	1301.73
1268	17	795	89	0.424739	92	106	0.277521	96	155	78	0.132317	1.65949	1153.14
1269	20	773	93	0.610064	86	63	0.513852	69	140	97	0.08625	0.267936	1115.33
1270	23	837	83	0.825991	104	146	0.182854	48	88	89	0.489499	4.73151	1712.47
1271	15	761	77	0.736447	117	42	0.581076	98	179	115	0.409061	1.16117	889.76
1272	17	780	71	0.919121	115	180	0.541812	31	131	176	0.680417	13.2947	757.919
1273	18	810	72	0.804	96	152	0.638729	77	172	72	0.364909	9.07872	1191.96
1274	11	763	77	0.664461	54	248	0.288937	51	96	104	0.496473	7.00936	721.007
